numero_reg,tipo,ente,oggetto,data_pubblicazione,data_scadenza,link_dettaglio,allegati,data_pubblicazione_normalizzata,data_scadenza_normalizzata
0333/2023,Determine Dirigenziali,Comune di SQUILLACE,Impegno di spesa - Interventi di manutenzione straordinaria di riparazione tratti di rete idrica - Ditta CAMPORATO snc.-,05/04/2023,20/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=5100404&sez=&data1=05/04/2023&data2=20/04/2023,allegati/fonte1/0333/2023/- Det_n°194_del_04.04.2023.pdf,2023-04-05,2023-04-20
0332/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di spesa - Affidamento fornitura di materiale per lavori di manutenzione ordinaria - Ditta G.I.F.E. Srl.-,05/04/2023,20/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=5100427&sez=&data1=05/04/2023&data2=20/04/2023,allegati/fonte1/0332/2023/- Det_n°193_del_04.04.2023.pdf,2023-04-05,2023-04-20
0331/2023,Determine Dirigenziali,Comune di SQUILLACE,"Liquidazione Ditta Grafiche falcone - acquisto voucher mensa, blocchetti numerati .....",05/04/2023,15/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=5100444&sez=&data1=05/04/2023&data2=15/04/2023,allegati/fonte1/0331/2023/- Det. n. 195_23.pdf,2023-04-05,2023-04-15
0330/2023,Determine Dirigenziali,Comune di SQUILLACE,"Liquidazione Ditta Grafiche Falcone - acquisto targhe, gadgets .....",05/04/2023,15/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=5100412&sez=&data1=05/04/2023&data2=15/04/2023,allegati/fonte1/0330/2023/- Det. n. 189_23.pdf,2023-04-05,2023-04-15
0329/2023,Determine Dirigenziali,Comune di SQUILLACE,Affidamento fornitura di materiale per lavori di manutenzione ordinaria. Liquidazione di spesa - Ditta Gife srl.-,05/04/2023,20/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=5090449&sez=&data1=05/04/2023&data2=20/04/2023,allegati/fonte1/0329/2023/- Det_n°192_del_04.04.2023.pdf,2023-04-05,2023-04-20
0328/2023,Bandi di gara - Esiti gare e appalti,Comune di SQUILLACE,"Programma Borgovivo: Cultura, Tradizione ed Innovazione - Avviso avvenuta stipula contratto",04/04/2023,19/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=4130449&sez=&data1=04/04/2023&data2=19/04/2023,allegati/fonte1/0328/2023/- Avviso avvenuta stipula contratto.pdf,2023-04-04,2023-04-19
0327/2023,Determine Dirigenziali,Comune di SQUILLACE,Servizio di igiene urbana e raccolta differenziata dei rifiuti solidi urbani e assimilati con il sistema porta a porta. Liquidazione di spesa - Canone Mese di MARZO - SI.ECO spa.-,04/04/2023,19/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=4130422&sez=&data1=04/04/2023&data2=19/04/2023,allegati/fonte1/0327/2023/- Det_n°_191_del_04.04.2023.pdf,2023-04-04,2023-04-19
0326/2023,Determine Dirigenziali,Comune di SQUILLACE,Piano di rateizzazione cartelle Agenzia delle Entrate Riscossione - determinazioni - 41 ^ rata.-,04/04/2023,19/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=4120404&sez=&data1=04/04/2023&data2=19/04/2023,allegati/fonte1/0326/2023/- Det_n°190_del_04.04.2023.pdf,2023-04-04,2023-04-19
0325/2023,Determine Dirigenziali,Comune di SQUILLACE,"Lavori di Riqualificazione, manutenzione e ripristino funzionale dei percorsi del Giardino Botanico, sito in via Alessi a Squillace CZ - Cammini della salute tra colori e odori della biodiversità.- Rettifica determinazione n. 134 del 08.03.2023 Liquidazione 1° ed ultimo SAL - stato finale.-",04/04/2023,19/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=4100436&sez=&data1=04/04/2023&data2=19/04/2023,allegati/fonte1/0325/2023/- Det_n°185_del_31.03.2023.pdf,2023-04-04,2023-04-19
0324/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito di atti nella casa comunale ex art. 139 cpc - sig.ri Lamberti Luca; Mastrobuono Vincenzo; Guarna Assanti Pantaleone; Corapi Simona - In nome e per conto di Agenzia dell'Entrate Riscossione - Catanzaro -,04/04/2023,24/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=4100416&sez=&data1=04/04/2023&data2=24/04/2023,allegati/fonte1/0324/2023/- Prot. n. 1914.pdf,2023-04-04,2023-04-24
0323/2023,Determine Dirigenziali,Comune di SQUILLACE,Fondo bando amianto - Edifici pubblici Decreto del Ministero dell' Ambiente e della Tutela del Territorio e del Mare n. 486 - STA del 13.12.2019. Interventi di manutenzione straordinaria scuola di Fiasco Baldaia necessari alla rimozione della copertura in cemento-amianto. Rettifica determinazione n. 133 del 08.03.2023 e Liquidazione competenze tecniche.-,04/04/2023,19/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=4090412&sez=&data1=04/04/2023&data2=19/04/2023,allegati/fonte1/0323/2023/- Det_n°184_del_31.03.2023.pdf,2023-04-04,2023-04-19
0322/2023,Determine Dirigenziali,Comune di SQUILLACE,Servizio di ausilio all' ufficio verbali della Polizia Locale - Lavorazione e postalizzazione verbali periodo dal 05.12.2022 - 09.02.2023 - Impegno di spesa - Ditta Lineamax Borgia.-,04/04/2023,19/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=4090445&sez=&data1=04/04/2023&data2=19/04/2023,allegati/fonte1/0322/2023/- Det_n°187_del_31.03.2023.pdf,2023-04-04,2023-04-19
0321/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione fattura - Acquisto materiale tipografico per l' istituzione parcheggi a pagamento anno 2022 - Ditta Grafiche Falcone.-,03/04/2023,18/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=3110436&sez=&data1=03/04/2023&data2=18/04/2023,allegati/fonte1/0321/2023/- Det_n°177_del_29.03.2023.pdf,2023-04-03,2023-04-18
0320/2023,Determine Dirigenziali,Comune di SQUILLACE,Ripristino pedana di salita scuolabus - Impegno di spesa - ....,03/04/2023,13/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=3100410&sez=&data1=03/04/2023&data2=13/04/2023,allegati/fonte1/0320/2023/- Det. n. 165_23.pdf,2023-04-03,2023-04-13
0319/2023,Determine Dirigenziali,Comune di SQUILLACE,Atto di appello avverso la sentenza n. 1390/2022 emessa dal tribunale di Catanzaro- sezione seconda civile nella causa civile vertente tra Musolino Graziella e comune di Squillace.- Conferimento incarico legale ed impegno di spesa-,03/04/2023,18/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=3090450&sez=&data1=03/04/2023&data2=18/04/2023,"allegati/fonte1/0319/2023/- det. n. 164_2023.pdf,allegati/fonte1/0319/2023/- convenzione all. a det. n. 164.23.pdf",2023-04-03,2023-04-18
0318/2023,Delibere di giunta,Comune di SQUILLACE,Proposizione atto di appello avverso la sentenza n. 1390/2022 emessa dal tribunale di Catanzaro-sezione seconda civile nella causa civile vertente tra Musolino Graziella e Comune di Squillace. Atto di indirizzo.,03/04/2023,18/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=3090415&sez=&data1=03/04/2023&data2=18/04/2023,allegati/fonte1/0318/2023/- DEL. G. C. N. 25_2023.pdf,2023-04-03,2023-04-18
0317/2023,Delibere di consiglio,Comune di SQUILLACE,APPROVAZIONE REGOLAMENTO PER IL FUNZIONAMENTO DELLA BIBLIOTECA COMUNALE,31/03/2023,15/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=31130323&sez=&data1=31/03/2023&data2=15/04/2023,"allegati/fonte1/0317/2023/- DEL . C. C. N. 6 _23 .pdf,allegati/fonte1/0317/2023/- REGOLAMENTO FUNZIONAMENTO BIBLIOTECA COMUNALE .pdf",2023-03-31,2023-04-15
0316/2023,Bandi di gara - Esiti gare e appalti,Comune di SQUILLACE,AVVISO DI AVVENUTA STIPULA DEL CONTRATTO - Intervento di rifunzionalizzazione rete idrica in località Fiasco Baldaia,31/03/2023,15/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=31120350&sez=&data1=31/03/2023&data2=15/04/2023,allegati/fonte1/0316/2023/- Avviso avvenuta stipula contratto.pdf,2023-03-31,2023-04-15
0315/2023,Determine Dirigenziali,Comune di SQUILLACE,Impegno di spesa - Affidamento fornitura di materiale per lavori di manutenzione ordinaria – Ditta GIFE srl.-,31/03/2023,15/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=31110341&sez=&data1=31/03/2023&data2=15/04/2023,allegati/fonte1/0315/2023/- Det_n°_182_del_31.03.2023.pdf,2023-03-31,2023-04-15
0314/2023,Determine Dirigenziali,Comune di SQUILLACE,Fornitura materiale vario - Ditta Errebian - Impegno di spesa -.,31/03/2023,10/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=31100303&sez=&data1=31/03/2023&data2=10/04/2023,allegati/fonte1/0314/2023/- Det. n. 173_23.pdf,2023-03-31,2023-04-10
0313/2023,Determine Dirigenziali,Comune di SQUILLACE,Fornitura carta uffici comunali - Ditta A. Critelli - impegno di spesa-.,31/03/2023,10/04/2023,,,2023-03-31,2023-04-10
Pubblicazione Annullata N.Reg0313/2023Data Annullamento :26/04/2023Motivazione :Errore materialeResponsabile:Giuseppina Riccelli,,,,,,,,,
0312/2023,Delibere di consiglio,Comune di SQUILLACE,Approvazione Regolamento per il funzionamento della biblioteca comunale.-,31/03/2023,15/04/2023,,,2023-03-31,2023-04-15
Pubblicazione Annullata N.Reg0312/2023Data Annullamento :31/03/2023Motivazione :errore materialeResponsabile:Giuseppina Riccelli,,,,,,,,,
0311/2023,Delibere di giunta,Comune di SQUILLACE,Istanza di inserimento della biblioteca comunale nel Sistema bibliotecario regionale.-,30/03/2023,14/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=30090349&sez=&data1=30/03/2023&data2=14/04/2023,allegati/fonte1/0311/2023/- Del_G.C._n°_27_del_29.03.2023.pdf,2023-03-30,2023-04-14
0310/2023,Delibere di consiglio,Comune di SQUILLACE,Approvazione regolamento per l' affidamento e la gestione degli impianti sportivi comunali.-,29/03/2023,13/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=29120319&sez=&data1=29/03/2023&data2=13/04/2023,"allegati/fonte1/0310/2023/- Del_n°04_del_25.02.2023.pdf,allegati/fonte1/0310/2023/- Regolamento per l' affidamento e la gestione degli",2023-03-29,2023-04-13
0309/2023,Delibere di consiglio,Comune di SQUILLACE,Relazione dell' organo di revisione ex art. 100 del regolamento comunale di contabilità - Presa d' atto.-,29/03/2023,13/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=29120320&sez=&data1=29/03/2023&data2=13/04/2023,"allegati/fonte1/0309/2023/- Del_n°05_del_25.02.2023.pdf,allegati/fonte1/0309/2023/- Relazione del Revisore.pdf",2023-03-29,2023-04-13
0308/2023,Delibere di consiglio,Comune di SQUILLACE,Riconoscimento della legittimità di debito fuori bilancio.-,29/03/2023,13/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=29120314&sez=&data1=29/03/2023&data2=13/04/2023,allegati/fonte1/0308/2023/- Del_n°02_del_25.02.2023.pdf,2023-03-29,2023-04-13
0307/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di spesa - Affidamento fornitura per intervento derattizzazione - Ditta GIFE srl.-,29/03/2023,13/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=29110316&sez=&data1=29/03/2023&data2=13/04/2023,allegati/fonte1/0307/2023/- Det_n°175_del_29.03.2023.pdf,2023-03-29,2023-04-13
0306/2023,Determine Dirigenziali,Comune di SQUILLACE,Costi di funzionamento dell' autorità rifiuti e risorse idriche della Calabria. Quota annualità 2022. Liquidazione di spesa.-,29/03/2023,13/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=29100352&sez=&data1=29/03/2023&data2=13/04/2023,allegati/fonte1/0306/2023/- Det_n°174_del_29.03.2023.pdf,2023-03-29,2023-04-13
0305/2023,Delibere di consiglio,Comune di SQUILLACE,"Legge regionale 20 aprile 2022, n.10. Organizzazione dei servizi pubblici locali dell' ambiente - Adesione all' ente di governo - Autorità rifiuti e risorse idriche Calabria.-",29/03/2023,13/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=29090335&sez=&data1=29/03/2023&data2=13/04/2023,allegati/fonte1/0305/2023/- Del_n°3_del_25.02.2023.pdf,2023-03-29,2023-04-13
0304/2023,Determine Dirigenziali,Comune di SQUILLACE,Affidamento fornitura di materiale per lavori di manutenzione ordinaria - Impegno di Spesa - GIFE srl.-,29/03/2023,13/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=29090326&sez=&data1=29/03/2023&data2=13/04/2023,allegati/fonte1/0304/2023/- Det_n°_171_del_29.03.2023.pdf,2023-03-29,2023-04-13
0303/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito ex art. 140 cpc - Sig. Lamera Mario - In nome e per conto Agenzia Entrate Direzione Provinciale di Roma -.,29/03/2023,18/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=29090301&sez=&data1=29/03/2023&data2=18/04/2023,allegati/fonte1/0303/2023/- Prot. n. 1764.pdf,2023-03-29,2023-04-18
0302/2023,Determine Dirigenziali,Comune di SQUILLACE,"Ampliamento del Cimitero Civico della Città di Squillace. Determina a contrarre per affidamento incarico per collaudatore statico in corso d' opera e finale, tramite affidamento diretto sul MEPA ed approvazione schema di convenzione.-",29/03/2023,13/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=29080333&sez=&data1=29/03/2023&data2=13/04/2023,allegati/fonte1/0302/2023/- Det_n°170_del_28.03.2023.pdf,2023-03-29,2023-04-13
0301/2023,Determine Dirigenziali,Comune di SQUILLACE,Riscossione coattiva dei crediti comunali - definizione costi a carico del debitore.-,29/03/2023,13/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=29080300&sez=&data1=29/03/2023&data2=13/04/2023,allegati/fonte1/0301/2023/- Det_n°_168_del_28.03.2023.pdf,2023-03-29,2023-04-13
0300/2023,Determine Dirigenziali,Comune di SQUILLACE,Riscossione coattiva dei crediti comunali - Definizione costi a carico del debitore.-,28/03/2023,12/04/2023,,,2023-03-28,2023-04-12
Pubblicazione Annullata N.Reg0300/2023Data Annullamento :29/03/2023Motivazione :Errore materialeResponsabile:Giuseppina Riccelli,,,,,,,,,
0299/2023,Determine Dirigenziali,Comune di SQUILLACE,"Liquidazione di spesa - Servizio di conduzione, manutenzione, controllo e custodia degli impianti di depurazione e delle stazioni di sollevamento della rete fognaria .- Canone mese di marzo 2023.- Ditta THEMA Impianti s.r.l.-",28/03/2023,12/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=28090301&sez=&data1=28/03/2023&data2=12/04/2023,allegati/fonte1/0299/2023/- Det_n°166_del_28.03.2023.pdf,2023-03-28,2023-04-12
0298/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito ai sensi dell'art. 60 D.P.R.  29/03/73 n. 600 - Eredei di Gualtieri Salvatore; Eredi di Mangialardi Giuseppe - In nome e per conto di SO.G.E.T. S.p.A. - Società di Gestione Entrate Tributi - Pescara -.,27/03/2023,28/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=27110319&sez=&data1=27/03/2023&data2=28/03/2023,allegati/fonte1/0298/2023/- prot. n. 1759.pdf,2023-03-27,2023-03-28
0297/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito ai sensi dell'art. 60 D.P.R.  29/03/73 n. 600 - Sig. Rotundo Vitaliano - In nome e per conto di SO.G.E.T. S.p.A. - Società di Gestione Entrate Tributi - Pescara -.,27/03/2023,28/03/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=27110321&sez=&data1=27/03/2023&data2=28/03/2023,allegati/fonte1/0297/2023/- prot. n. 1758.pdf,2023-03-27,2023-03-28
0296/2023,Determine Dirigenziali,Comune di SQUILLACE,Legge448/85 - Fornitura libri di testo a.s. 2022/2023 - atto di liquidazione,27/03/2023,06/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=27100339&sez=&data1=27/03/2023&data2=06/04/2023,allegati/fonte1/0296/2023/- Det. n. 159_23.pdf,2023-03-27,2023-04-06
0295/2023,Delibere di giunta,Comune di SQUILLACE,Atto di indirizzo al Segretario comunale/Responsabile del Servizio personale per la predisposizione di avviso pubblico per l'assunzione di n. 2 tecnici con contratto di lavoro a tempo determinato della durata di anni due (2023-2024) e part-time al 50%.-,27/03/2023,11/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=27090312&sez=&data1=27/03/2023&data2=11/04/2023,allegati/fonte1/0295/2023/- Del_G.C._n°_24_del_15.03.2023.pdf,2023-03-27,2023-04-11
0294/2023,avvisi vari,Comune di SQUILLACE,"Approvazione dell'avviso di selezione pubblica per la copertura di n. 2 posti, di categoria C - a tempo determinato (2023-2024) e part-time al 50% con competenza in materia di supporto e progettazione tecnica, esecuzione di opere e Interventi pubblici e gestione dei procedimenti legati alla loro realizzazione nell'ambito del PNRR.-",27/03/2023,11/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=27090353&sez=&data1=27/03/2023&data2=11/04/2023,"allegati/fonte1/0294/2023/- Det_n°_163_del_24.03.2023.pdf,allegati/fonte1/0294/2023/- Bando Selezione n.2 Tecnici Cat. C Part-Time.pdf,allegati/fonte1/0294/2023/- Domanda Selezione n.2 Tecnici Cat. C - Part-Time.p",2023-03-27,2023-04-11
0293/2023,Determine Dirigenziali,Comune di SQUILLACE,"Approvazione dell'avviso di selezione pubblica per la copertura di n. 2 posti, di categoria C - a tempo determinato (2023-2024) e part-time al 50% con competenza in materia di supporto e progettazione tecnica, esecuzione di opere e Interventi pubblici e gestione dei procedimenti legati alla loro realizzazione nell'ambito del PNRR.-",27/03/2023,11/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=27090335&sez=&data1=27/03/2023&data2=11/04/2023,"allegati/fonte1/0293/2023/- Det_n°_163_del_24.03.2023.pdf,allegati/fonte1/0293/2023/- Bando Selezione n.2 Tecnici Cat. C Part-Time.pdf,allegati/fonte1/0293/2023/- Domanda Selezione n.2 Tecnici Cat. C - Part-Time.p",2023-03-27,2023-04-11
0292/2023,Delibere di giunta,Comune di SQUILLACE,Avvisi per la digitalizzazione risorse PNRR - Nomina RUP.-,24/03/2023,08/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=24130326&sez=&data1=24/03/2023&data2=08/04/2023,allegati/fonte1/0292/2023/- Del_G.C._n°_26_del_15.03.2023.pdf,2023-03-24,2023-04-08
0291/2023,Determine Dirigenziali,Comune di SQUILLACE,Segreteria convenzionata - Liquidazione spese viaggi .... periodo Lug./Dic. 2022 -.,24/03/2023,03/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=24110340&sez=&data1=24/03/2023&data2=03/04/2023,allegati/fonte1/0291/2023/- Det. n. 160_23.pdf,2023-03-24,2023-04-03
0290/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di spesa - Interventi di manutenzione vari tratti rete idrica - Ditta CAMPORATO snc.-,24/03/2023,08/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=24100353&sez=&data1=24/03/2023&data2=08/04/2023,allegati/fonte1/0290/2023/- Det_n°162_del_24.03.2023.pdf,2023-03-24,2023-04-08
0289/2023,Determine Dirigenziali,Comune di SQUILLACE,Distretto Socio-Sanitario n. 3 Soverato funzionamento ufficio di piano quota associativa anno 2021/2022 .,24/03/2023,03/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=24100351&sez=&data1=24/03/2023&data2=03/04/2023,allegati/fonte1/0289/2023/- Det. n. 672_22.pdf,2023-03-24,2023-04-03
0288/2023,Bandi di gara - Esiti gare e appalti,Comune di SQUILLACE,Programma Borgovivo - Cultura Tradizione ed Innovazione nel Comune di Squillace.- Avviso di avvenuta stipula del contratto.-,24/03/2023,08/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=24100355&sez=&data1=24/03/2023&data2=08/04/2023,allegati/fonte1/0288/2023/- Avviso avvenuta stipula contratto.pdf,2023-03-24,2023-04-08
0287/2023,Determine Dirigenziali,Comune di SQUILLACE,Quota per l'anno 2022 per il mantenimento dei servizi.... Asmenet Calabria ....Liquidazione -.,24/03/2023,03/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=24100311&sez=&data1=24/03/2023&data2=03/04/2023,allegati/fonte1/0287/2023/- Det. n. 148_23.pdf,2023-03-24,2023-04-03
0286/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione ditta il Faro .... mensa scolastica ... mese di febbraio 2023 ...,24/03/2023,03/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=24100319&sez=&data1=24/03/2023&data2=03/04/2023,allegati/fonte1/0286/2023/- Det. n. 155_23.pdf,2023-03-24,2023-04-03
0285/2023,Determine Dirigenziali,Comune di SQUILLACE,Rinnovo polizza assicurativa .... scuolabus ... Impegno affidamento e liquidazione ....,24/03/2023,03/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=24100315&sez=&data1=24/03/2023&data2=03/04/2023,allegati/fonte1/0285/2023/- Det. n. 158_23.pdf,2023-03-24,2023-04-03
0284/2023,Determine Dirigenziali,Comune di SQUILLACE,Legge 27/85 - fornitura libri di testo a.s. 2022/2023 Atto di liquidazione -.,24/03/2023,03/04/2023,,,2023-03-24,2023-04-03
Pubblicazione Annullata N.Reg0284/2023Data Annullamento :27/03/2023Motivazione :ERRORE MATERIALEResponsabile:Giuseppina Riccelli,,,,,,,,,
0283/2023,Determine Dirigenziali,Comune di SQUILLACE,Segreteria convenzionata - Liquidazione spese viaggi ...periodo Lug/Dic. 2022 -.,24/03/2023,03/04/2023,,,2023-03-24,2023-04-03
Pubblicazione Annullata N.Reg0283/2023Data Annullamento :24/03/2023Motivazione :errore materialeResponsabile:Giuseppina Riccelli,,,,,,,,,
0282/2023,Determine Dirigenziali,Comune di SQUILLACE,Rinnovo polizza assicurativa - Autocarro intestato al Comune di Squillace targato DD69011.-,24/03/2023,08/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=24080341&sez=&data1=24/03/2023&data2=08/04/2023,allegati/fonte1/0282/2023/- Det_n°161_del_23.03.2023.pdf,2023-03-24,2023-04-08
0281/2023,avvisi vari,Comune di SQUILLACE,Approvazione dell'avviso di selezione pubblica per la copertura di n.2 posti a tempo indeterminato e part-time al 50% - 18 ore settimanali - di categoria C e profilo professionale di Istruttore di Vigilanza.-,22/03/2023,01/05/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=22170346&sez=&data1=22/03/2023&data2=01/05/2023,"allegati/fonte1/0281/2023/- Det_n°_153_del_17.03.2023.pdf,allegati/fonte1/0281/2023/- Bando di concorso.pdf",2023-03-22,2023-05-01
0280/2023,Determine Dirigenziali,Comune di SQUILLACE,Approvazione dell'avviso di selezione pubblica per la copertura di n.2 posti a tempo indeterminato e part-time al 50% - 18 ore settimanali - di categoria C e profilo professionale di Istruttore di Vigilanza.-,22/03/2023,01/05/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=22170328&sez=&data1=22/03/2023&data2=01/05/2023,"allegati/fonte1/0280/2023/- Det_n°_153_del_17.03.2023.pdf,allegati/fonte1/0280/2023/- Bando di concorso.pdf",2023-03-22,2023-05-01
0279/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito ex art 140 cpc - sig. Buffa Francesca - In nome e per conto di Comune di Settingiano -.,22/03/2023,11/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=22150352&sez=&data1=22/03/2023&data2=11/04/2023,allegati/fonte1/0279/2023/- Prot. n. 1678.pdf,2023-03-22,2023-04-11
0278/2023,Bandi di gara - Esiti gare e appalti,Comune di SQUILLACE,Manifestazione di interesse per la ricerca di uno o più soggetti facilitatori territoriali che supportino il Comune di Squillace nella creazione di Comunità Energetiche Rinnovabili (C.E.R.) per autoconsumo collettivo di cui all'art. 42 bis della Legge n° 8/2020.-,22/03/2023,06/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=22110310&sez=&data1=22/03/2023&data2=06/04/2023,"allegati/fonte1/0278/2023/- Det_n°_157_22.03.2023.pdf,allegati/fonte1/0278/2023/- 01.Verbale di gara n. 01.pdf",2023-03-22,2023-04-06
0277/2023,Determine Dirigenziali,Comune di SQUILLACE,Manifestazione di interesse per la ricerca di uno o più soggetti facilitatori territoriali che supportino il Comune di Squillace nella creazione di Comunità Energetiche Rinnovabili (C.E.R.) per autoconsumo collettivo di cui all'art. 42 bis della Legge n° 8/2020.-,22/03/2023,06/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=22110345&sez=&data1=22/03/2023&data2=06/04/2023,"allegati/fonte1/0277/2023/- Det_n°_157_22.03.2023.pdf,allegati/fonte1/0277/2023/- 01.Verbale di gara n. 01.pdf",2023-03-22,2023-04-06
0276/2023,avvisi vari,Comune di SQUILLACE,Approvazione dell'avviso di selezione pubblica per la copertura di n.2 posti a tempo indeterminato e part-time al 50% - 18 ore settimanali - di categoria C e profilo professionale di Istruttore di Vigilanza.-,22/03/2023,21/04/2023,,,2023-03-22,2023-04-21
Pubblicazione Annullata N.Reg0276/2023Data Annullamento :22/03/2023Motivazione :Errore materialeResponsabile:Giuseppina Riccelli,,,,,,,,,
0275/2023,Determine Dirigenziali,Comune di SQUILLACE,Approvazione dell'avviso di selezione pubblica per la copertura di n.2 posti a tempo indeterminato e part-time al 50% - 18 ore settimanali - di categoria C e profilo professionale di Istruttore di Vigilanza.-,22/03/2023,06/04/2023,,,2023-03-22,2023-04-06
Pubblicazione Annullata N.Reg0275/2023Data Annullamento :22/03/2023Motivazione :Errore materialeResponsabile:Giuseppina Riccelli,,,,,,,,,
0274/2023,Determine Dirigenziali,Comune di SQUILLACE,Lavori per la fornitura e la posa in opera di n.2 infissi in PVC e di n.2 tapparelle in PVC da installare presso la Scuola Primaria di Via Damiano Assanti - Impegno di spesa – Ditta CALABRIA INFISSI srl.-,21/03/2023,05/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=21100349&sez=&data1=21/03/2023&data2=05/04/2023,allegati/fonte1/0274/2023/- Det_n°_156_del_20.03.2023.pdf,2023-03-21,2023-04-05
0273/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito nella casa comunale ex art 140 cpc - Sig.ra Selvaggio Filomena Pasqualina - In nome e per conto di Meladine S.p.A.  - Servizi di accertamento e riscossione - Maida (CZ)-.,21/03/2023,10/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=21100319&sez=&data1=21/03/2023&data2=10/04/2023,allegati/fonte1/0273/2023/- Prot. n. 1639.pdf,2023-03-21,2023-04-10
0272/2023,avvisi vari,Comune di SQUILLACE,"Avviso di Deposito , ex art. 143 cpc, atti nella casa Comunale Sig. Lamera Mario - In nome e per conto di Camera di Commercio - Milano Monzabrianza - Lodi -.",20/03/2023,09/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=20120305&sez=&data1=20/03/2023&data2=09/04/2023,allegati/fonte1/0272/2023/- Prot. n. 1603.pdf,2023-03-20,2023-04-09
0271/2023,Determine Dirigenziali,Comune di SQUILLACE,Riversamento tributi comune di Spirano.-,20/03/2023,04/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=20110355&sez=&data1=20/03/2023&data2=04/04/2023,allegati/fonte1/0271/2023/- Det_n°154_del_20.03.2023.pdf,2023-03-20,2023-04-04
0270/2023,Determine Dirigenziali,Comune di SQUILLACE,Ricorso con istanza di reclamo - mediazione - conferimento incarico legale ed impegno di spesa.-,20/03/2023,04/04/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=20100333&sez=&data1=20/03/2023&data2=04/04/2023,allegati/fonte1/0270/2023/- Det_n°150_del_14.03.2023.pdf,2023-03-20,2023-04-04
